"Permanent Call Number","Location Name","PLACE_CODE","BEGIN_PUB_DATE","Title","Age","Region"
"F1233.5 .C28 1991","3rd Floor","txu",1991.0,"Mexican political biographies, 1884-1935 /",30.0,"North America"
"F3731 .C67 1988","Main Collection Storage","enk",1988.0,"Ecuador : fragile democracy /",33.0,"Europe"
"F1408 .P332 1989","Main Collection Storage","cou",1989.0,"Hispanic lands and peoples : selected writings of James J. Parsons /",32.0,"North America"
"F3429 .G845 2008","3rd Floor","oku",2008.0,"Guide to documentary sources for Andean studies, 1530-1900 /",13.0,"North America"
"F1219.3.R38 N37","3rd Floor","nyu",1980.0,"Native Mesoamerican spirituality : ancient myths, discourses, stories, doctrines, hymns, poems from the Aztec, Yucatec, Quiche-Maya and other sacred traditions /",41.0,"North America"
"F1419.N4 B53 1998","3rd Floor","inu",1998.0,"Blackness in Latin America and the Caribbean : social dynamics and cultural transformations /",23.0,"North America"
"F1435.1.C5 C37 1996","3rd Floor","mnu",1996.0,"In the museum of Maya culture : touring Chiche?n Itza? /",25.0,"North America"
"F1789.N3 P47 2000","3rd Floor","flu",2000.0,"Afro-Cuban voices : on race and identity in contemporary Cuba /",21.0,"North America"
"F2270.2.N8 P65 2007","3rd Floor","cau",2007.0,"Nukak : ethnoarcheology of an Amazonian people /",14.0,"North America"
"F1435 .C6","Main Collection Storage","nmu",1973.0,"The Classic Maya collapse.",48.0,"North America"
"F3451.A9 H45 2010","3rd Floor","cau",2010.0,"Before the Shining Path : politics in rural Ayacucho, 1895-1980 /",11.0,"North America"
"F1874 .T46 2004","3rd Floor","ncu",2004.0,"Modern blackness : nationalism, globalization, and the politics of culture in Jamaica /",17.0,"North America"
"F1228.9 .C73 2004","3rd Floor","ncu",2004.0,"Cartographic Mexico : a history of state fixations and fugitive landscapes /",17.0,"North America"
"F1021 .R47 2005","3rd Floor","onc",2005.0,"The European roots of Canadian identity /",16.0,"North America"
"F1234 .T48","3rd Floor","vp",1921.0,"The people of Mexico; who they are and how they live,",100.0,"Various Places"
"F1466.7 .W37 2013","3rd Floor","ncu",2013.0,"War by other means : aftermath in post-genocide Guatemala /",8.0,"North America"
"F1435 .H46","Main Collection Storage","nyu",1981.0,"The world of the ancient Maya /",40.0,"North America"
"F3442 .S36 2009","3rd Floor","inu",2009.0,"Contested territory : mapping Peru in the sixteenth and seventeenth centuries /",12.0,"North America"
"F1411 .D453","Main Collection Storage","nyu",1957.0,"The conquistadors /",64.0,"North America"
"F2035 .K56 1988","3rd Floor","nyu",1988.0,"A small place /",33.0,"North America"
"F1219 .Z943","3rd Floor","nju",1963.0,"Life and labor in ancient Mexico : the brief and summary relation of the Lords of New Spain /",58.0,"North America"
"F1221.Z3 C36 1994","3rd Floor","nmu",1994.0,"Zapotec renaissance : ethnic politics and cultural revivalism in southern Mexico /",27.0,"North America"
"F1788 .D42 1988","3rd Floor","cou",1988.0,"Cuba, dilemmas of a revolution /",33.0,"North America"
"F3429.3.R3 B38 1998","3rd Floor","txu",1998.0,"The sacred landscape of the Inca : the Cusco ceque system /",23.0,"North America"
"F2849.22.G85 E2","3rd Floor","nyu",1969.0,"Che: the making of a legend.",52.0,"North America"
"F1776 .S93 1985","3rd Floor","dcu",1986.0,"Cuba : from Columbus to Castro /",35.0,"North America"
"F1788 .M23 2000","3rd Floor","nyu",2000.0,"Making history : interviews with four generals of Cuba's Revolutionary Armed Forces /",21.0,"North America"
"F1219.73 .A49 1980","3rd Floor","mx",1980.0,"Cro?nica mexicana /",41.0,"North America"
"F1230 .C96965 1969","Main Collection Storage","cau",1944.0,"The rise of Fernando Corte?s,",77.0,"North America"
"F1927 .R56 2001","3rd Floor","ncu",2001.0,"Taking Haiti : military occupation and the culture of U.S. imperialism, 1915-1940 /",20.0,"North America"
"F1958 .C72","3rd Floor","enk",1973.0,"Puerto Rico,",48.0,"Europe"
"F1418 .L66 2012","3rd Floor","azu",2012.0,"Looking North : writings from Spanish America on the US, 1800 to the present /",9.0,"North America"
"F1210 .P48 1991","3rd Floor","ilu",1992.0,"Life in a Mexican town /",29.0,"North America"
"F1445.1 .C3 1993","3rd Floor","cau",1993.0,"Cahal Pech, the ancient Maya, and modern Belize : the story of an archaeological park /",28.0,"North America"
"F1219.3.R38 R42 2002","3rd Floor","enk",2002.0,"Mesoamerican mythology : a guide to the gods, heroes, rituals, and beliefs of Mexico and Central America /",19.0,"Europe"
"F1629 .N4 B4 1970","Main Collection Storage","miu",1970.0,"Black separatism and the Caribbean, 1860 /",51.0,"North America"
"F1391.S18 T47","Main Collection Storage","cau",1967.0,"The Naval Department of San Blas : New Spain's bastion for Alta California and Nootka, 1767 to 1798 /",54.0,"North America"
"F1435.3 .P8 C63","Main Collection Storage","nju",1978.0,"Lords of the underworld : masterpieces of classic Maya ceramics /",43.0,"North America"
"F1466.5 J6","3rd Floor","nyu",1980.0,"Guatemala, repression and resistance /",41.0,"North America"
"F1008 .L265","Main Collection Storage","nyu",1959.0,"Canada /",62.0,"North America"
"F1027 .M66","Main Collection Storage","onc",1969.0,"The last cannon shot; a study of French-Canadian nationalism 1837-1850.",52.0,"North America"
"F1232 .H27","Main Collection Storage","ctu",1968.0,"Mexican liberalism in the age of Mora, 1821-1853 /",53.0,"North America"
"F1435.1 .K3 M52","Main Collection Storage","pau",1979.0,"The Kaminaljuyu chiefdom /",42.0,"North America"
"F3429 .B862 1968","3rd Floor","enk",1967.0,"Peru under the Incas",54.0,"Europe"
"F2136.73.P35 A3 1990","Main Collection Storage","nyu",1990.0,"Memoirs of a governor : a man for the people /",31.0,"North America"
"F1569 .C2 S42","Main Collection Storage","nyu",1912.0,"The Americans in Panama,",109.0,"North America"
"F1788 .D68","3rd Floor","nyu",1965.0,"Castroism, theory and practice.",56.0,"North America"
"F1234 .T65","Main Collection Storage","pau",1934.0,"Chasing Villa : the story behind the story of Pershing's expedition into Mexico /",87.0,"North America"
"F1465.2.Q5 M36 2004","3rd Floor","cau",2004.0,"Paradise in ashes : a Guatemalan journey of courage, terror, and hope /",17.0,"North America"
"F1219 .D96 2007","3rd Floor","mx",2007.0,"El primer mestizaje : la clave para entender el pasado mesoamericano /",14.0,"North America"
"F1414.2 .I65 1998","3rd Floor","pau",1998.0,"International security and democracy : Latin America and the Caribbean in the post-cold war era /",23.0,"North America"
"F1567 .R49 1996","3rd Floor","dcu",1996.0,"Just Cause : Marine operations in Panama, 1988-1990 /",25.0,"North America"
"F1465 B87","Main Collection Storage","cau",1977.0,"The highland Maya : patterns of life and clothing in Indian Guatemala /",44.0,"North America"
"F2659.N4 S47 1993","3rd Floor","enk",1993.0,"Prince of the people : the life and times of a Brazilian free man of colour /",28.0,"Europe"
"F1219.3.A7 T38 1988","3rd Floor","nyu",1988.0,"The Albers collection of pre-Columbian art /",33.0,"North America"
"F1326 .P86 2003","3rd Floor","mx",2004.0,"Puebla milenios de historia : 2000 a. de NE-2004 a NE : relacio?n enciclope?dica del estado de Puebla /",17.0,"North America"
"F1923 .N47 2008","3rd Floor","vau",2008.0,"Universal emancipation : the Haitian Revolution and the radical Enlightenment /",13.0,"North America"
"F1435.3.C75 S26 2003","3rd Floor","nyu",2003.0,"Buried secrets : truth and human rights in Guatemala /",18.0,"North America"
"F2175 .H48 2006","3rd Floor","enk",2006.0,"The Caribbean /",15.0,"Europe"
"F2523 .R613","3rd Floor","cau",1965.0,"Brazil and Africa /",56.0,"North America"
"F1787.5 .M3 1970","Main Collection Storage","ilu",1970.0,"A rebel in Cuba: an American's memoir.",51.0,"North America"
"F1418 .R395","Main Collection Storage","flu",1977.0,"Spanish American images of the United States, 1790-1960 /",44.0,"North America"
"F1408.3 .F34 1998","3rd Floor","ctu",1998.0,"Salsa : a taste of Hispanic culture /",23.0,"North America"
"F1219.1.T8 D54 1983","3rd Floor","enk",1983.0,"Tula : the Toltec capital of ancient Mexico /",38.0,"Europe"
"F1435.3.A7 S43 1990","Main Collection Storage","ncu",1990.0,"Quirigua : a classic Maya center & its sculptures /",31.0,"North America"
"F1058 .G87","Main Collection Storage","onc",1963.0,"Early life in Upper Canada /",58.0,"North America"
"F1219.73 .F33 1984","3rd Floor","nyu",1984.0,"The Aztecs /",37.0,"North America"
"F3429 .L8813","3rd Floor","dcu",1974.0,"The peoples and cultures of ancient Peru /",47.0,"North America"
"F3169 .M14 1981","Main Collection Storage","hiu",1981.0,"Rapanui : tradition and survival on Easter Island /",40.0,"North America"
"F1034 .G7","Main Collection Storage","nju",1965.0,"Lament for a nation; the defeat of Canadian nationalism",56.0,"North America"
"F1418 .P357 1995","3rd Floor","lau",1995.0,"Latin American underdevelopment : a history of perspectives in the United States, 1870-1965 /",26.0,"North America"
"F3442 .M33 2007","3rd Floor","nyu",2007.0,"The last days of the Incas /",14.0,"North America"
"F1232 .C142 1971","Main Collection Storage","nyu",1965.0,"Church and state in Mexico, 1822-1857 /",56.0,"North America"
"F1219.1.C45 E3518 1998","3rd Floor","mx",1998.0,"El grabado rupestre Olmeca de Xoc, Chiapas /",23.0,"North America"
"F1435.1.P88 R43 2017","3rd Floor","enk",2017.0,"Recent Investigations in the Puuc Region of Yucata?n /",4.0,"Europe"
"F2520.1.Y3 K6613 2013","3rd Floor","mau",2013.0,"The falling sky : words of a Yanomami shaman /",8.0,"North America"
"F3095 .B54","Main Collection Storage","enk",1974.0,"British nitrates and Chilean politics, 1886-1896 : Balmaceda and North /",47.0,"Europe"
"F1219.1.M5 M3513 1988","3rd Floor","nyu",1988.0,"The great temple of the Aztecs : treasures of Tenochtitlan /",33.0,"North America"
"F2651.S2 B85 1998","3rd Floor","nju",1998.0,"Freedoms given, freedoms won : Afro-Brazilians in post-abolition, Sa?o Paulo and Salvador /",23.0,"North America"
"F1219.73 .D38 1987","3rd Floor","oku",1987.0,"The Aztec empire : the Toltec resurgence /",34.0,"North America"
"F1408.25 .P3 1971","Main Collection Storage","cau",1975.0,"Latin America and the United States : past, present, and future /",46.0,"North America"
"F3100 .D36 1985","3rd Floor","nyu",1985.0,"The last two years of Salvador Allende /",36.0,"North America"
"F1219.3.R38 B7","3rd Floor","txu",1979.0,"The fifth sun : Aztec gods, Aztec world /",42.0,"North America"
"F2536 .P3619","3rd Floor","nyu",1973.0,"Dom Pedro II.",48.0,"North America"
"F1783.M38 K57 1983","3rd Floor","flu",1983.0,"Jose? Marti?, mentor of the Cuban nation /",38.0,"North America"
"F1428 .P33","3rd Floor","flu",1970.0,"Travels in Central America, 1821-1840 /",51.0,"North America"
"F1909 .O78 2001","3rd Floor","dr",2001.0,"Los objetos de conchas de la prehistoria de Santo Domingo /",20.0,"West Indies"
"F1412 .R68213 1998","3rd Floor","enk",1998.0,"The independence of Spanish America /",23.0,"Europe"
"F1219.76.P55 L6613 1988","3rd Floor","utu",1988.0,"The human body and ideology : concepts of the ancient Nahuas /",33.0,"North America"
"F2349.B55 W75 1990","Main Collection Storage","txu",1990.0,"Cafe? con leche : race, class, and national image in Venezuela /",31.0,"North America"
"F3733 .P42","Main Collection Storage","wiu",1967.0,"The Kingdom of Quito in the seventeenth century : bureaucratic politics in the Spanish Empire /",54.0,"North America"
"F1221 T25 K46","Main Collection Storage","cau",1981.0,"Semana Santa in the Sierra Tarahumara : a comparative study in three communities /",40.0,"North America"
"F1034.3 .H43 A37","Main Collection Storage","onc",1972.0,"The things that are Caesar's; memoirs of a Canadian public servant",49.0,"North America"
"F1219.56.L525 G84 1991","3rd Floor","mx",1991.0,"El Lienzo de Tiltepec : extincio?n de un sen?ori?o zapoteco /",30.0,"North America"
"F1621 .T3 1969","Main Collection Storage","enk",1969.0,"The Western design : an account of Cromwell's expedition to the Caribbean /",52.0,"Europe"
"F1219.73 .C66 1984","3rd Floor","enk",1984.0,"Religion and empire : the dynamics of Aztec and Inca expansionism /",37.0,"Europe"
"F1226 .K57 2000","3rd Floor","ctu",2000.0,"The history of Mexico /",21.0,"North America"
"F2191.B55 T56 2006","3rd Floor","jm",2006.0,"Flight to freedom : African runaways and maroons in the Americas /",15.0,"West Indies"
"F3429.3.C14 B38 1995","3rd Floor","txu",1995.0,"Astronomy and empire in the ancient Andes : the cultural origins of Inca sky watching /",26.0,"North America"
"F2230.1.A7 S76 1995","3rd Floor","enk",1995.0,"Art of the Andes : from Chavi?n to Inca /",26.0,"Europe"
"F2519 .B613","Main Collection Storage","nyu",1972.0,"Green hell; massacre of the Brazilian Indians.",49.0,"North America"
"F1032 .W16 1962","Main Collection Storage","onc",1962.0,"The life and times of confederation, 1864-1867 : politics, newspapers, and the union of British North America /",59.0,"North America"
"F1034.2 .T47","Main Collection Storage","onc",1972.0,"Trudeau and foreign policy: a study in decision-making.",49.0,"North America"
"F1435.1.C47 R3 1990","3rd Floor","ilu",1990.0,"Chan Kom : a Maya village /",31.0,"North America"
"F1219.3 .A7 G713","Main Collection Storage","nyu",1954.0,"The art of ancient Mexico /",67.0,"North America"
"F2520.1.M44 G725 1985","Main Collection Storage","ilu",1985.0,"Anxious pleasures : the sexual lives of an Amazonian people /",36.0,"North America"
"F3359.J47 S75 1998","3rd Floor","nyu",1998.0,"Hotel Bolivia : the culture of memory in a refuge from Nazism /",23.0,"North America"
"F1234.V72 R35 1991","3rd Floor","txu",1991.0,"Villa raids Col. N.M. No. 2 /",30.0,"North America"
"F1386 .M654 2004","3rd Floor","wiu",2004.0,"The Mexico City reader /",17.0,"North America"
"F1386.3 .T465 2012","3rd Floor","ilu",2012.0,"I speak of the city : Mexico City at the turn of the twentieth century /",9.0,"North America"
"F1787 .P42 1978","3rd Floor","pau",1978.0,"Intervention, revolution, and politics in Cuba, 1913-1921 /",43.0,"North America"
"F1219 .M922 1973","3rd Floor","ctu",1973.0,"Motolini?a's History of the Indians of New Spain /",48.0,"North America"
"F2380 .H4","Main Collection Storage","nyu",1965.0,"Through Indian eyes : a journey among the Indian tribes of Guiana.",56.0,"North America"
"F1765.3 .R56 1999","3rd Floor","gau",1999.0,"Conversations with Cuba /",22.0,"North America"
"F1034.2 .B455 1995","3rd Floor","cau",1995.0,"Being and becoming Canada /",26.0,"North America"
"F1911 .E94 1991","3rd Floor","alu",1991.0,"From Spaniard to Creole : the archaeology of cultural formation at Puerto Real, Haiti /",30.0,"North America"
"F1392.A5 H37 2002","3rd Floor","cau",2002.0,"Empire and revolution : the Americans in Mexico since the Civil War /",19.0,"North America"
"F3100 .S66 1994","3rd Floor","cau",1994.0,"Soldiers in a narrow land : the Pinochet regime in Chile /",27.0,"North America"
"F3448 .B374 1987","3rd Floor","pe",1993.0,"Obras completas /",28.0,"South America"
"F2843 .M33 2006","3rd Floor","ctu",2006.0,"Argentina : what went wrong /",15.0,"North America"
"F1219.3.R38 B69 2018","3rd Floor","txu",2018.0,"Feathered serpent, dark heart of sky : myths of Mexico /",3.0,"North America"
"F2520.1.Y3 C5 1997","3rd Floor","txu",1997.0,"Ya?nomamo? /",24.0,"North America"
"F1407 .D32","Main Collection Storage","nyu",1973.0,"Revolutionaries, traditionalists, and dictators in Latin America,",48.0,"North America"
"F1234.Z37 T37 1976","3rd Floor","mx",1976.0,"Zapata, fantasi?a y realidad /",45.0,"North America"
"F1221.O86 P35 2010","3rd Floor","mx",2010.0,"La Teotlalpan, tierra de los dioses : la etnicidad entre los otomi?es /",11.0,"North America"
"F1219.1 .M53 B42 1976","3rd Floor","mx",1976.0,"Tenochtitla?n en una isla /",45.0,"North America"
"F3095 .Z43 1984","Main Collection Storage","nju",1984.0,"The civil wars in Chile, or, The bourgeois revolutions that never were /",37.0,"North America"
"F1376 .C55 2003","3rd Floor","nyu",2003.0,"Ambivalent conquests : Maya and Spaniard in Yucatan, 1517-1570 /",18.0,"North America"
"F1210 .P318 1985","3rd Floor","nyu",1985.0,"The labyrinth of solitude ; The other Mexico ; Return to the labyrinth of solitude ; Mexico and the United States ; The philanthropic ogre /",36.0,"North America"
"F2534 .H86 2004","3rd Floor","deu",2004.0,"The human tradition in modern Brazil /",17.0,"North America"
"F3313 .F3 1953","Main Collection Storage","nyu",1953.0,"Lost trails, lost cities /",68.0,"North America"
"F1621 .S63","Main Collection Storage","nyu",1970.0,"The West Indies and Central America to 1898 /",51.0,"North America"
"F1219 .S18 1968","3rd Floor","nyu",1968.0,"Mesoamerica : the evolution of a civilization /",53.0,"North America"
"F1408.27 .G3413 1985","Main Collection Storage","nyu",1988.0,"Memory of fire /",33.0,"North America"
"F1234 .T975 1986","3rd Floor","nbu",1986.0,"Twentieth-century Mexico /",35.0,"North America"
"F1435.3.T48 S34 1993","3rd Floor","txu",1993.0,"Maya textiles of Guatemala : the Gustavus A. Eisen collection, 1902, the Hearst Museum of Anthropology, the University of California at Berkeley /",28.0,"North America"
"F1035 .A1 D38","Main Collection Storage","onc",1971.0,"The other Canadians; profiles of six minorities",50.0,"North America"
"F1799 .H34 M6713 1989","Main Collection Storage","nyu",1989.0,"Walker Evans : Havana 1933 /",32.0,"North America"
"F1435.3.P6 W67 1989","Main Collection Storage","utu",1989.0,"Word and image in Maya culture : explorations in language, writing, and representation /",32.0,"North America"
"F1418 .H57","Main Collection Storage","cau",1944.0,"America and the Americas; an appraisal and a forecast,",77.0,"North America"
"F1435.3.P7 S85 1989","3rd Floor","nyu",1989.0,"Unfinished conversations : Mayas and foreigners between two wars /",32.0,"North America"
"F1435.1.C5 E3","Main Collection Storage","nyu",1971.0,"The well of sacrifice.",50.0,"North America"
"F2849.2 .W95 1986","3rd Floor","nyu",1986.0,"Argentina : illusions and realities /",35.0,"North America"
"F1543.5 .B35 2000","3rd Floor","dcu",2000.0,"The National Geographic traveler.",21.0,"North America"
"F1656 .C7","3rd Floor","enk",1962.0,"A history of the Bahamas /",59.0,"Europe"
"F1219 .C777 1985","Main Collection Storage","ilu",1985.0,"Contributions to the archaeology and ethnohistory of Greater Mesoamerica /",36.0,"North America"
"F3430.1.M6 W54 2015","3rd Floor","txu",2015.0,"Architectural vessels of the Moche : ceramic diagrams of sacred space in ancient Peru /",6.0,"North America"
"F1219.1.J63 N35 1997","3rd Floor","nmu",1997.0,"La fiesta de los tastoanes : critical encounters in Mexican festival performance /",24.0,"North America"
"F1219.3.I77 D66 1989","Main Collection Storage","txu",1990.0,"Canal irrigation in prehistoric Mexico : the sequence of technological change /",31.0,"North America"
"F1226 .M64 1985","3rd Floor","oku",1985.0,"Mexico : a history /",36.0,"North America"
"F3031.5 .A33 1986","Main Collection Storage","nyu",1986.0,"The media and the Falklands campaign /",35.0,"North America"
"F3408 .M3313","3rd Floor","txu",1971.0,"Seven interpretive essays on Peruvian reality /",50.0,"North America"
"F3319.1.T56 L34 1994","3rd Floor","pau",1994.0,"Autonomy and power : the dynamics of class and culture in rural Bolivia /",27.0,"North America"
"F1234 .L69","3rd Floor","nmu",1968.0,"Mexican militarism; the political rise and fall of the revolutionary army, 1910-1940.",53.0,"North America"
"F1528 .C45 1987","3rd Floor","nyu",1987.0,"The Central American crisis reader /",34.0,"North America"
"F1233.5 .G7718 1988","Main Collection Storage","mx",1988.0,"Me?xico : del Antiguo Re?gimen a la Revolucio?n /",33.0,"North America"
"F1095.K5 M29 1989","Main Collection Storage","ohu",1989.0,"Klondike women : true tales of the 1897-98 Gold Rush /",32.0,"North America"
"F1408.3 .H325 1997","3rd Floor","nyu",1997.0,"The Latin Americans : understanding their legacy /",24.0,"North America"
"F1408.3 .C7 1961","Main Collection Storage","mau",1961.0,"A century of Latin American thought /",60.0,"North America"
"F1210.9 .F67 2011","3rd Floor","mx",2011.0,"La formacio?n geogra?fica de Me?xico /",10.0,"North America"
"F1035.A5 E4","Main Collection Storage","pau",1972.0,"War resisters Canada : the world of the American military-political refugees /",49.0,"North America"
"F3429 .B843","Main Collection Storage","oku",1967.0,"Lords of Cuzco : a history and description of the Inca people in their final days /",54.0,"North America"
"F1787 .L82 1969","Main Collection Storage","nyu",1969.0,"Magoon in Cuba; a history of the second intervention, 1906-1909,",52.0,"North America"
"F1063 .S83 1989","Main Collection Storage","onc",1989.0,"Toil & trouble : military expeditions to Red River /",32.0,"North America"
"F1436 .F68 2000","3rd Floor","nyu",2000.0,"A brief history of Central America /",21.0,"North America"
"F1386 .V24 1946","Main Collection Storage","mx",1946.0,"Historia de la ciudad de Me?xico segu?n los relatos de sus cronistas /",75.0,"North America"
"F1060.7 .R12 1961","Main Collection Storage","mnu",1961.0,"The explorations of Pierre Esprit Radisson : from the original manuscript in the Bodleian Library and the British Museum /",60.0,"North America"
"F3320.2 .C3 B365 1987","Main Collection Storage","utu",1987.0,"Healers of the Andes : Kallawaya herbalists and their medicinal plants /",34.0,"North America"
"F2538.3 .R64 2010","3rd Floor","nyu",2010.0,"Brazil on the rise : the story of a country transformed /",11.0,"North America"
"F2178 .U6 P47","Main Collection Storage","ctu",1981.0,"Constraint of empire : the United States and Caribbean interventions /",40.0,"North America"
"F1884 .C36 1988","Main Collection Storage","mau",1988.0,"The Maroons of Jamaica, 1655-1796 : a history of resistance, collaboration & betrayal /",33.0,"North America"
"F1466.5 .N67 1981","3rd Floor","cau",1974.0,"Guatemala /",47.0,"North America"
"F1488 .S35 1983","3rd Floor","ncu",1983.0,"El Salvador : America's next Vietnam? /",38.0,"North America"
"F1219.7 .H53 1983","3rd Floor","dcu",1983.0,"Highland-lowland interaction in Mesoamerica : interdisciplinary approaches : a conference at Dumbarton Oaks, October 18th and 19th, 1980 /",38.0,"North America"
"F2520.1.T9 J3 1983","Main Collection Storage","enk",1983.0,"The fish people : linguistic exogamy and Tukanoan identity in northwest Amazonia /",38.0,"Europe"
"F1609.5 .T39 1989","3rd Floor","nyu",1989.0,"The narrative of liberation : perspectives on Afro-Caribbean literature, popular culture, and politics /",32.0,"North America"
"F1034.2 .S3 1967","Main Collection Storage","cau",1967.0,"Public opinion and Canadian identity /",54.0,"North America"
"F2235.3 .M6513 1991","3rd Floor","ve",1991.0,"The liberator /",30.0,"South America"
"F1741 .C66 2005","3rd Floor","ncu",2005.0,"Contemporary Caribbean cultures and societies in a global context /",16.0,"North America"
"F1234 .G9745 1965","3rd Floor","nyu",1965.0,"The eagle and the serpent /",56.0,"North America"
"F1078 .W48 2000","3rd Floor","abc",2000.0,"Alberta's north : a history, 1890 to 1950 /",21.0,"North America"
"F1230 .L76","3rd Floor","ilu",1975.0,"Mexico under Spain, 1521-1556 : society and the origins of nationality /",46.0,"North America"
"F2849.22.G85 C282 1997","3rd Floor","nyu",1997.0,"Compan?ero : the life and death of Che Guevara /",24.0,"North America"
"F2986 .M34 2000","3rd Floor","ilu",2000.0,"From here to Tierra del Fuego /",21.0,"North America"
"F3429 .V377 2007","3rd Floor","dcu",2007.0,"Variations in the expression of Inka power : a symposium at Dumbarton Oaks, 18 and 19 October 1997 /",14.0,"North America"
"F1923 .G57 2011","3rd Floor","alu",2011.0,"The slaves who defeated Napoleon : Toussaint Louverture and the Haitian War of Independence, 1801-1804 /",10.0,"North America"
"F1219.1 .T27 M82","Main Collection Storage","pau",1965.0,"The Pyramid of the Sun at Teotihuaca?n, 1959 investigations",56.0,"North America"
"F1439.5 .M36 1985","Main Collection Storage","nyu",1985.0,"So far from God : a journey to Central America /",36.0,"North America"
"F1465.2.Q5 M373 1998","3rd Floor","enk",1998.0,"Crossing borders /",23.0,"Europe"
"F1488.3 .D53 1983","3rd Floor","nyu",1983.0,"Salvador /",38.0,"North America"
"F1215 .F58","3rd Floor","nyu",1914.0,"Viva Mexico!",107.0,"North America"
"F1976 .F39 1987","Main Collection Storage","nyu",1987.0,"Los Macheteros : the Wells Fargo robbery and the violent struggle for Puerto Rican independence /",34.0,"North America"
"F1219.76.H57 L63 1991","3rd Floor","cau",1991.0,"Nahuas and Spaniards : postconquest central Mexican history and philology /",30.0,"North America"
"F1233 .J949 1947","Main Collection Storage","nyu",1947.0,"Juarez and his Mexico : a biographical history /",74.0,"North America"
"F1234 .S95","Main Collection Storage","mdu",1968.0,"The landing at Veracruz: 1914 : the first complete chronicle of a strange encounter in April, 1914, when the United States Navy captured and occupied the city of Veracruz, Mexico.",53.0,"North America"
"F1219.76.R45 F6 1993","3rd Floor","mx",1993.0,"El mito de Quetzalco?atl /",28.0,"North America"
"F1409 .S66 1999","3rd Floor","si",1999.0,"South America /",22.0,"Asia"
"F1230 .C8522","3rd Floor","nyu",1929.0,"Five letters, 1519-1526 /",92.0,"North America"
"F1219.1.T65 F4","Main Collection Storage","nmu",1953.0,"Tonala, Mexico : an archaeological survey /",68.0,"North America"
"F2081 .D4813 1996","3rd Floor","mdu",1996.0,"Sugar and slavery, family and race : the letters and diary of Pierre Dessalles, planter in Martinique, 1808-1856 /",25.0,"North America"
"F2821.3.R4 M4","Main Collection Storage","pau",1946.0,"Myths of the Toba and Pilaga? Indians of the Gran Chaco /",75.0,"North America"
"F2846 .B9754 1983","Main Collection Storage","flu",1983.0,"Reform and reaction in the Platine provinces, 1810-1852 /",38.0,"North America"
"F3100 .A73413 1988","3rd Floor","mau",1988.0,"Pinochet : the politics of power /",33.0,"North America"
"F1219.73 .H49 1998","3rd Floor","mx",1998.0,"Me?xico, ori?genes de un si?mbolo : versio?n adaptada e ilustrada /",23.0,"North America"
"F1418 .F9 1984","Main Collection Storage","mdu",1984.0,"From gunboats to diplomacy : new U.S. policies for Latin America /",37.0,"North America"
"F2821 .R43 2005","3rd Floor","ag",2005.0,"El arte rupestre de Argentina indi?gena.",16.0,"South America"
"F1008 .K54 1971","Main Collection Storage","nyu",1971.0,"Canada: a guide to the peaceable kingdom.",50.0,"North America"
"F1234 .F663 T87 1981","3rd Floor","miu",1981.0,"Revolution in Baja California : Ricardo Flores Magon's high noon /",40.0,"North America"
"F1923 .C28 1985","3rd Floor","ilu",1985.0,"The irritated genie : an essay on the Haitian Revolution /",36.0,"North America"
"F1435 .F4","3rd Floor","oku",1977.0,"Maya ruins of Mexico in color : Palenque, Uxmal, Kabah, Sayil, Xlapak, Labna?, Chiche?n Itza?, Coba?, Tulum /",44.0,"North America"
"F3429.1.N3 S549 2002","3rd Floor","iau",2002.0,"Ancient Nasca settlement and society /",19.0,"North America"
"F1542 .C7","Main Collection Storage","nju",1977.0,"Historical dictionary of Costa Rica /",44.0,"North America"
"F1523 .N67 1989","3rd Floor","nmu",1989.0,"Nicaragua : a country guide /",32.0,"North America"
"F1032 .C77 1970","Main Collection Storage","nyu",1970.0,"The crisis of 1830-1842 in Canadian-American relations,",51.0,"North America"
"F3093 .C65 1996","3rd Floor","enk",1996.0,"A history of Chile, 1808-1994 /",25.0,"Europe"
"F3429.3.R58 R58 2001","3rd Floor","txu",2001.0,"Ritual sacrifice in ancient Peru /",20.0,"North America"
"F1547.5 .B4","3rd Floor","txu",1971.0,"Crisis in Costa Rica; the 1948 revolution.",50.0,"North America"
"F1488 .B34 1982","3rd Floor","ncu",1982.0,"El Salvador in transition /",39.0,"North America"
"F2521 .B88","Main Collection Storage","nyu",1966.0,"A documentary history of Brazil /",55.0,"North America"
"F1435 .J76 1989","3rd Floor","nmu",1989.0,"Maya resistance to Spanish rule : time and history on a colonial frontier /",32.0,"North America"
"F2178.U6 L38 1989","Main Collection Storage","gau",1989.0,"The United States and the Caribbean in the twentieth century /",32.0,"North America"
"F1788 .M45","3rd Floor","nyu",1962.0,"The Cuban Invasion; the chronicle of a disaster,",59.0,"North America"
"F1236.6.S25 R35 2009","3rd Floor","mx",2009.0,"El regreso del PRI : (y de Carlos Salinas de Gortari) /",12.0,"North America"
"F1210 .T8","Main Collection Storage","ncu",1968.0,"The dynamic of Mexican nationalism /",53.0,"North America"
"F1221 .Z6 C67","Main Collection Storage","cau",1941.0,"Costumes and weaving of the Zoque Indians of Chiapas, Mexico /",80.0,"North America"
"F1504 .L64519","3rd Floor","cr",1971.0,"Un viaje por Honduras,",50.0,"Central America"
